sample	platform	tool	name	reads_in	reads_removed	reads_removed_percent	reads_retained_percent
GCA_000783435.2	illumina	ncbi-scrubber	Achromobacter insolitus strain FDAARGOS_88 chromosome, complete genome	459536	0	0.0	100.0
GCA_000783575.2	illumina	ncbi-scrubber	Proteus mirabilis strain FDAARGOS_81 chromosome, complete genome	271822	32	0.011772409885881203	99.98822759011412
GCA_000783595.2	illumina	ncbi-scrubber	Proteus mirabilis strain FDAARGOS_80 chromosome, complete genome	269616	26	0.00964334460862857	99.99035665539137
GCA_000783675.2	illumina	ncbi-scrubber	Enterobacter cloacae complex sp. strain FDAARGOS_77 chromosome, complete genome	325134	4	0.0012302619842895544	99.99876973801571
GCA_000783735.2	illumina	ncbi-scrubber	Shigella flexneri strain FDAARGOS_74 chromosome, complete genome	320390	2	0.0006242392084646837	99.99937576079154
GCA_000783755.2	illumina	ncbi-scrubber	Citrobacter freundii strain FDAARGOS_73 chromosome, complete genome	363416	6	0.001651000506306822	99.9983489994937
GCA_000783775.2	illumina	ncbi-scrubber	Aeromonas caviae strain FDAARGOS_72 chromosome, complete genome	301220	8	0.002655866144346325	99.99734413385565
GCA_000783815.2	illumina	ncbi-scrubber	Salmonella enterica strain FDAARGOS_70 chromosome, complete genome	319106	0	0.0	100.0
GCA_000783875.2	illumina	ncbi-scrubber	Proteus mirabilis strain FDAARGOS_67 chromosome, complete genome	263698	38	0.01441042404568863	99.98558957595431
GCA_000783915.2	illumina	ncbi-scrubber	Serratia marcescens strain FDAARGOS_65 chromosome, complete genome	349894	28	0.008002423591144748	99.99199757640885
GCA_000783935.2	illumina	ncbi-scrubber	Raoultella planticola strain FDAARGOS_64 chromosome, complete genome	388262	0	0.0	100.0
GCA_000783955.2	illumina	ncbi-scrubber	Morganella morganii strain FDAARGOS_63 chromosome, complete genome	266668	0	0.0	100.0
GCA_000783995.2	illumina	ncbi-scrubber	Citrobacter freundii strain FDAARGOS_61 chromosome, complete genome	350566	22	0.006275565799307405	99.99372443420069
GCA_000784015.2	illumina	ncbi-scrubber	Proteus mirabilis strain FDAARGOS_60 chromosome, complete genome	273704	44	0.01607576067576652	99.98392423932424
GCA_001018645.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_2 chromosome, complete genome	187334	0	0.0	100.0
GCA_001018655.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_6 chromosome, complete genome	183952	0	0.0	100.0
GCA_001018685.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_4 chromosome, complete genome	187452	0	0.0	100.0
GCA_001018725.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_10 chromosome, complete genome	191592	0	0.0	100.0
GCA_001018735.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_12 chromosome, complete genome	181716	0	0.0	100.0
GCA_001018775.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_14 chromosome, complete genome	184314	0	0.0	100.0
GCA_001018805.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_15 chromosome, complete genome	186660	0	0.0	100.0
GCA_001018835.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_19 chromosome, complete genome	191936	0	0.0	100.0
GCA_001018845.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_21 chromosome, complete genome	192082	0	0.0	100.0
GCA_001018915.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_27 chromosome, complete genome	182690	0	0.0	100.0
GCA_001018975.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_30 chromosome, complete genome	190776	0	0.0	100.0
GCA_001019125.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_43 chromosome, complete genome	188042	0	0.0	100.0
GCA_001019205.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_48 chromosome, complete genome	189826	0	0.0	100.0
GCA_001019255.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_1 chromosome, complete genome	190366	0	0.0	100.0
GCA_001019275.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_7 chromosome, complete genome	181938	2	0.001099275577394497	99.99890072442261
GCA_001019305.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_9 chromosome, complete genome	187646	0	0.0	100.0
GCA_001019395.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_20 chromosome, complete genome	187888	0	0.0	100.0
GCA_001019415.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_24 chromosome, complete genome	179832	0	0.0	100.0
GCA_001019435.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_25 chromosome, complete genome	191900	0	0.0	100.0
GCA_001019485.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_35 chromosome, complete genome	197060	2	0.0010149193139145439	99.99898508068608
GCA_001019495.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_40 chromosome, complete genome	192622	0	0.0	100.0
GCA_001019535.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_42 chromosome, complete genome	187956	0	0.0	100.0
GCA_001019575.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_47 chromosome, complete genome	193428	0	0.0	100.0
GCA_001188025.2	illumina	ncbi-scrubber	Listeria monocytogenes strain FDAARGOS_58 chromosome, complete genome	193778	0	0.0	100.0
GCA_001188045.2	illumina	ncbi-scrubber	Listeria monocytogenes strain FDAARGOS_57 chromosome unnamed, complete genome	195692	0	0.0	100.0
GCA_001188125.2	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Heidelberg strain FDAARGOS_54 chromosome, complete genome	316752	0	0.0	100.0
GCA_001188185.2	illumina	ncbi-scrubber	Vibrio parahaemolyticus strain FDAARGOS_51 chromosome 1, complete sequence	343280	22	0.006408762526217665	99.99359123747378
GCA_001558255.2	illumina	ncbi-scrubber	Grimontia hollisae strain FDAARGOS_111 chromosome 1, complete sequence	266562	140	0.05252061434112889	99.94747938565887
GCA_001558275.2	illumina	ncbi-scrubber	Staphylococcus saprophyticus strain FDAARGOS_168 chromosome, complete genome	176676	0	0.0	100.0
GCA_001558295.2	illumina	ncbi-scrubber	Shigella sonnei strain FDAARGOS_90 chromosome, complete genome	332556	0	0.0	100.0
GCA_001558355.2	illumina	ncbi-scrubber	Salmonella enterica strain FDAARGOS_94 chromosome, complete genome	330094	0	0.0	100.0
GCA_001558375.2	illumina	ncbi-scrubber	Staphylococcus saprophyticus strain FDAARGOS_137 chromosome, complete genome	171946	0	0.0	100.0
GCA_001558395.2	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_179 chromosome, complete genome	273390	0	0.0	100.0
GCA_001558415.2	illumina	ncbi-scrubber	Vibrio fluvialis strain ATCC 33809 chromosome 1, complete sequence	321850	6	0.0018642224638806897	99.99813577753612
GCA_001558435.2	illumina	ncbi-scrubber	Vibrio harveyi strain FDAARGOS_107 chromosome 1, complete sequence	402594	0	0.0	100.0
GCA_001558475.2	illumina	ncbi-scrubber	Vibrio mimicus strain FDAARGOS_112 chromosome 1, complete sequence	295914	0	0.0	100.0
GCA_001558495.2	illumina	ncbi-scrubber	Vibrio parahaemolyticus strain ATCC 17802 chromosome 1, complete sequence	343498	22	0.006404695223844097	99.99359530477615
GCA_001558515.2	illumina	ncbi-scrubber	Vibrio vulnificus strain FDAARGOS_119 chromosome 1, complete sequence	331920	8	0.002410219329959026	99.99758978067004
GCA_001558735.2	illumina	ncbi-scrubber	Pantoea vagans strain FDAARGOS_160 chromosome, complete genome	320590	4	0.0012476995539474093	99.99875230044606
GCA_001558755.2	illumina	ncbi-scrubber	Achromobacter xylosoxidans strain FDAARGOS_147 chromosome, complete genome	459130	0	0.0	100.0
GCA_001558775.1	illumina	ncbi-scrubber	Staphylococcus lugdunensis strain FDAARGOS_141 chromosome, complete genome	171456	0	0.0	100.0
GCA_001558795.2	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_159 chromosome, complete genome	189278	0	0.0	100.0
GCA_001558815.2	illumina	ncbi-scrubber	Staphylococcus lugdunensis strain FDAARGOS_143 chromosome, complete genome	174258	0	0.0	100.0
GCA_001558855.2	illumina	ncbi-scrubber	Providencia stuartii strain FDAARGOS_145 chromosome, complete genome	287008	0	0.0	100.0
GCA_001558875.2	illumina	ncbi-scrubber	Enterococcus gallinarum strain FDAARGOS_163 chromosome, complete genome	254766	0	0.0	100.0
GCA_001558895.2	illumina	ncbi-scrubber	Morganella morganii strain FDAARGOS_172 chromosome, complete genome	260538	0	0.0	100.0
GCA_001558915.2	illumina	ncbi-scrubber	Achromobacter xylosoxidans strain FDAARGOS_162 chromosome, complete genome	437716	0	0.0	100.0
GCA_001558935.2	illumina	ncbi-scrubber	Citrobacter amalonaticus strain FDAARGOS_165 chromosome, complete genome	338936	0	0.0	100.0
GCA_001559035.2	illumina	ncbi-scrubber	Bartonella bacilliformis strain ATCC 35685D-5 chromosome, complete genome	96228	0	0.0	100.0
GCA_001559055.2	illumina	ncbi-scrubber	Bordetella bronchiseptica strain FDAARGOS_176 chromosome, complete genome	355948	0	0.0	100.0
GCA_001559075.2	illumina	ncbi-scrubber	Citrobacter amalonaticus strain FDAARGOS_122 chromosome, complete genome	326982	0	0.0	100.0
GCA_001559115.2	illumina	ncbi-scrubber	Staphylococcus simulans strain FDAARGOS_124 chromosome, complete genome	176504	0	0.0	100.0
GCA_001559135.2	illumina	ncbi-scrubber	Serratia liquefaciens strain FDAARGOS_125 chromosome, complete genome	352316	2	0.0005676722033628902	99.99943232779664
GCA_001559175.2	illumina	ncbi-scrubber	Streptococcus pyogenes strain FDAARGOS_149 chromosome, complete genome	122642	2	0.0016307627077184	99.99836923729228
GCA_001559195.2	illumina	ncbi-scrubber	Achromobacter xylosoxidans strain FDAARGOS_150 chromosome, complete genome	417916	16	0.003828520563941079	99.99617147943606
GCA_001559215.2	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS_152 chromosome, complete genome	354476	0	0.0	100.0
GCA_001559235.2	illumina	ncbi-scrubber	Citrobacter sp. FDAARGOS_156 strain FDAARGOS_155 chromosome, complete genome	315166	0	0.0	100.0
GCA_001559255.2	illumina	ncbi-scrubber	Hafnia paralvei strain FDAARGOS_158 chromosome, complete genome	300914	0	0.0	100.0
GCA_001593585.2	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS_139 chromosome, complete genome	353188	0	0.0	100.0
GCA_002073215.2	illumina	ncbi-scrubber	Moraxella catarrhalis strain FDAARGOS_213 chromosome, complete genome	127200	28	0.0220125786163522	99.97798742138365
GCA_002073235.2	illumina	ncbi-scrubber	Neisseria meningitidis strain FDAARGOS_214 chromosome, complete genome	159830	28	0.0175186135268723	99.98248138647313
GCA_002073255.2	illumina	ncbi-scrubber	Pasteurella multocida strain FDAARGOS_218 chromosome, complete genome	155702	0	0.0	100.0
GCA_002073275.2	illumina	ncbi-scrubber	Neisseria meningitidis strain FDAARGOS_215 chromosome, complete genome	153722	46	0.02992414878807197	99.97007585121193
GCA_002073295.2	illumina	ncbi-scrubber	Pasteurella multocida strain FDAARGOS_216 chromosome, complete genome	153012	0	0.0	100.0
GCA_002073315.2	illumina	ncbi-scrubber	Yersinia sp. FDAARGOS_228 chromosome, complete genome	330870	26	0.007858071145767219	99.99214192885424
GCA_002073335.2	illumina	ncbi-scrubber	Vibrio cholerae strain FDAARGOS_223 chromosome 1, complete sequence	269486	0	0.0	100.0
GCA_002073355.2	illumina	ncbi-scrubber	Streptococcus intermedius strain FDAARGOS_233 chromosome, complete genome	127600	0	0.0	100.0
GCA_002073375.2	illumina	ncbi-scrubber	Corynebacterium diphtheriae strain FDAARGOS_197 chromosome, complete genome	165936	0	0.0	100.0
GCA_002073395.2	illumina	ncbi-scrubber	Staphylococcus lugdunensis strain FDAARGOS_222 chromosome, complete genome	169354	0	0.0	100.0
GCA_002073415.2	illumina	ncbi-scrubber	Bacillus sp. FDAARGOS_235 chromosome, complete genome	373892	0	0.0	100.0
GCA_002073435.2	illumina	ncbi-scrubber	Streptococcus gordonii strain FDAARGOS_257 chromosome, complete genome	148180	0	0.0	100.0
GCA_002073455.2	illumina	ncbi-scrubber	Legionella longbeachae strain FDAARGOS_201 chromosome, complete genome	277516	20	0.007206791680479684	99.99279320831953
GCA_002073475.2	illumina	ncbi-scrubber	Haemophilus influenzae strain FDAARGOS_199 chromosome, complete genome	122046	172	0.14093046883961785	99.85906953116039
GCA_002073495.2	illumina	ncbi-scrubber	Leptospira interrogans serovar Copenhageni strain FDAARGOS_203 chromosome, complete genome	308718	0	0.0	100.0
GCA_002073515.2	illumina	ncbi-scrubber	Streptococcus equinus strain FDAARGOS_251 chromosome, complete genome	154102	0	0.0	100.0
GCA_002073535.2	illumina	ncbi-scrubber	Neisseria gonorrhoeae strain FDAARGOS_204 chromosome, complete genome	147496	156	0.10576558008352768	99.89423441991647
GCA_002073555.2	illumina	ncbi-scrubber	Neisseria meningitidis strain FDAARGOS_211 chromosome, complete genome	153720	40	0.026021337496747333	99.97397866250326
GCA_002073575.2	illumina	ncbi-scrubber	Neisseria meningitidis strain FDAARGOS_209 chromosome, complete genome	145416	46	0.03163338284645431	99.96836661715355
GCA_002073595.2	illumina	ncbi-scrubber	Neisseria meningitidis strain FDAARGOS_210 chromosome, complete genome	151552	58	0.038270692567567564	99.96172930743244
GCA_002073615.2	illumina	ncbi-scrubber	Neisseria gonorrhoeae strain FDAARGOS_205 chromosome, complete genome	151930	172	0.11321003093529916	99.88678996906471
GCA_002073635.2	illumina	ncbi-scrubber	Paracoccus yeei strain FDAARGOS_252 chromosome, complete genome	321974	0	0.0	100.0
GCA_002073655.2	illumina	ncbi-scrubber	Neisseria gonorrhoeae strain FDAARGOS_207 chromosome, complete genome	145954	140	0.09592063252805678	99.90407936747194
GCA_002073675.2	illumina	ncbi-scrubber	Neisseria meningitidis strain FDAARGOS_212 chromosome, complete genome	149660	28	0.018709073900841908	99.98129092609916
GCA_002073695.2	illumina	ncbi-scrubber	Streptococcus agalactiae strain FDAARGOS_254 chromosome, complete genome	147914	0	0.0	100.0
GCA_002073715.2	illumina	ncbi-scrubber	Neisseria mucosa strain FDAARGOS_260 chromosome, complete genome	185596	0	0.0	100.0
GCA_002073735.2	illumina	ncbi-scrubber	Clostridioides difficile strain FDAARGOS_267 chromosome, complete genome	285744	0	0.0	100.0
GCA_002073755.2	illumina	ncbi-scrubber	Citrobacter braakii strain FDAARGOS_253 chromosome, complete genome	349620	0	0.0	100.0
GCA_002073775.2	illumina	ncbi-scrubber	Vibrio parahaemolyticus strain FDAARGOS_191 chromosome 1, complete sequence	344886	26	0.007538722940333907	99.99246127705966
GCA_002073795.2	illumina	ncbi-scrubber	Streptococcus sp. 'group B' strain FDAARGOS_229 chromosome, complete genome	145218	0	0.0	100.0
GCA_002073815.2	illumina	ncbi-scrubber	Streptococcus sp. FDAARGOS_192 chromosome, complete genome	162368	0	0.0	100.0
GCA_002073835.2	illumina	ncbi-scrubber	Streptococcus salivarius strain FDAARGOS_259 chromosome, complete genome	150622	0	0.0	100.0
GCA_002208665.2	illumina	ncbi-scrubber	Haemophilus] ducreyi strain FDAARGOS_297 chromosome, complete genome	113420	8	0.007053429730206314	99.9929465702698
GCA_002208685.2	illumina	ncbi-scrubber	Kocuria rhizophila strain FDAARGOS_302 chromosome, complete genome	179858	0	0.0	100.0
GCA_002208705.2	illumina	ncbi-scrubber	Mycobacterium avium subsp. paratuberculosis strain FDAARGOS_305 chromosome, complete genome	322166	0	0.0	100.0
GCA_002208725.2	illumina	ncbi-scrubber	Prevotella melaninogenica strain FDAARGOS_306 chromosome 1, complete sequence	211214	0	0.0	100.0
GCA_002208745.2	illumina	ncbi-scrubber	Pseudomonas protegens strain FDAARGOS_307 chromosome, complete genome	471722	0	0.0	100.0
GCA_002208765.2	illumina	ncbi-scrubber	Psychrobacter cryohalolentis strain FDAARGOS_308 chromosome, complete genome	207242	0	0.0	100.0
GCA_002208785.2	illumina	ncbi-scrubber	Bacillus anthracis strain FDAARGOS_341 chromosome, complete genome	360696	0	0.0	100.0
GCA_002208805.2	illumina	ncbi-scrubber	Staphylococcus pettenkoferi strain FDAARGOS_288 chromosome, complete genome	166824	0	0.0	100.0
GCA_002208825.2	illumina	ncbi-scrubber	Brevundimonas vesicularis strain FDAARGOS_289 chromosome, complete genome	223036	0	0.0	100.0
GCA_002208845.2	illumina	ncbi-scrubber	Citrobacter braakii strain FDAARGOS_290 chromosome, complete genome	322318	0	0.0	100.0
GCA_002208865.2	illumina	ncbi-scrubber	Escherichia coli O157 strain FDAARGOS_293 chromosome, complete genome	379110	12	0.0031653082218881068	99.9968346917781
GCA_002208885.2	illumina	ncbi-scrubber	Stenotrophomonas maltophilia strain FDAARGOS_325 chromosome, complete genome	323434	2	0.0006183641793998157	99.9993816358206
GCA_002208905.2	illumina	ncbi-scrubber	Staphylococcus saprophyticus strain FDAARGOS_336 chromosome, complete genome	175718	0	0.0	100.0
GCA_002208925.2	illumina	ncbi-scrubber	Chryseobacterium indologenes strain FDAARGOS_337 chromosome, complete genome	341292	0	0.0	100.0
GCA_002208945.2	illumina	ncbi-scrubber	Enterococcus faecalis strain FDAARGOS_338 chromosome, complete genome	190734	0	0.0	100.0
GCA_002208965.2	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain FDAARGOS_312 chromosome, complete genome	347590	0	0.0	100.0
GCA_002208985.3	illumina	ncbi-scrubber	Citrobacter koseri strain FDAARGOS_287 chromosome, complete genome	328978	0	0.0	100.0
GCA_002209005.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_262 chromosome, complete genome	117896	2	0.0016964103956029044	99.99830358960439
GCA_002209025.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_263 chromosome, complete genome	109432	0	0.0	100.0
GCA_002209045.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_265 chromosome, complete genome	113074	12	0.010612519235191114	99.9893874807648
GCA_002209065.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_266 chromosome, complete genome	108030	0	0.0	100.0
GCA_002209085.2	illumina	ncbi-scrubber	Burkholderia cepacia strain FDAARGOS_345 chromosome 1, complete sequence	571324	2	0.0003500640617232954	99.99964993593828
GCA_002209105.2	illumina	ncbi-scrubber	Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	362832	0	0.0	100.0
GCA_002209125.2	illumina	ncbi-scrubber	Nocardia brasiliensis strain FDAARGOS_352 chromosome, complete genome	595700	16	0.00268591572939399	99.99731408427061
GCA_002209145.2	illumina	ncbi-scrubber	Jonesia denitrificans strain FDAARGOS_301 chromosome, complete genome	185920	0	0.0	100.0
GCA_002209165.2	illumina	ncbi-scrubber	Mammaliicoccus sciuri strain FDAARGOS_285 chromosome, complete genome	190256	0	0.0	100.0
GCA_002209185.2	illumina	ncbi-scrubber	Corynebacterium jeikeium strain FDAARGOS_328 chromosome, complete genome	176726	0	0.0	100.0
GCA_002209205.2	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Hadar strain FDAARGOS_313 chromosome, complete genome	329616	0	0.0	100.0
GCA_002209225.2	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Typhimurium strain FDAARGOS_321 chromosome, complete genome	334714	0	0.0	100.0
GCA_002209245.2	illumina	ncbi-scrubber	Shewanella sp. FDAARGOS_354 chromosome, complete genome	338000	0	0.0	100.0
GCA_002209265.2	illumina	ncbi-scrubber	Staphylococcus saprophyticus strain FDAARGOS_355 chromosome, complete genome	175946	0	0.0	100.0
GCA_002277995.2	illumina	ncbi-scrubber	Elizabethkingia anophelis strain FDAARGOS_198 chromosome, complete genome	271614	0	0.0	100.0
GCA_002278015.2	illumina	ncbi-scrubber	Enterococcus hirae strain FDAARGOS_234 chromosome, complete genome	189710	0	0.0	100.0
GCA_002386165.1	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Paratyphi A strain FDAARGOS_368 chromosome, complete genome	305866	0	0.0	100.0
GCA_002386185.1	illumina	ncbi-scrubber	Staphylococcus simulans strain FDAARGOS_383 chromosome, complete genome	191464	0	0.0	100.0
GCA_002386205.1	illumina	ncbi-scrubber	Burkholderia thailandensis strain FDAARGOS_426 chromosome 1, complete sequence	448658	0	0.0	100.0
GCA_002386245.1	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_412 chromosome, complete genome	184640	0	0.0	100.0
GCA_002386265.1	illumina	ncbi-scrubber	Weissella paramesenteroides strain FDAARGOS_414 chromosome, complete genome	129860	0	0.0	100.0
GCA_002386285.1	illumina	ncbi-scrubber	Streptococcus gordonii strain FDAARGOS_371 chromosome, complete genome	141420	10	0.007071135624381275	99.99292886437561
GCA_002386305.1	illumina	ncbi-scrubber	Morganella morganii strain FDAARGOS_365 chromosome, complete genome	271714	0	0.0	100.0
GCA_002386325.1	illumina	ncbi-scrubber	Salmonella enterica subsp. enterica serovar Saintpaul strain FDAARGOS_373 chromosome, complete genome	322540	0	0.0	100.0
GCA_002386345.1	illumina	ncbi-scrubber	Streptococcus oralis strain FDAARGOS_367 chromosome, complete genome	136880	0	0.0	100.0
GCA_002386365.1	illumina	ncbi-scrubber	Rothia mucilaginosa strain FDAARGOS_369 chromosome, complete genome	160584	0	0.0	100.0
GCA_002386385.1	illumina	ncbi-scrubber	Citrobacter werkmanii strain FDAARGOS_364 chromosome, complete genome	325674	0	0.0	100.0
GCA_002393245.1	illumina	ncbi-scrubber	Citrobacter koseri strain FDAARGOS_393 chromosome, complete genome	325632	0	0.0	100.0
GCA_002393265.1	illumina	ncbi-scrubber	Enterococcus sp. FDAARGOS_375 chromosome, complete genome	236622	0	0.0	100.0
GCA_002393365.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_403 chromosome, complete genome	365028	0	0.0	100.0
GCA_002393385.1	illumina	ncbi-scrubber	Pasteurella multocida strain FDAARGOS_384 chromosome, complete genome	156448	0	0.0	100.0
GCA_002393405.1	illumina	ncbi-scrubber	Lelliottia amnigena strain FDAARGOS_395 chromosome, complete genome	297974	0	0.0	100.0
GCA_002393425.1	illumina	ncbi-scrubber	Burkholderia gladioli pv. gladioli strain FDAARGOS_389 chromosome 1, complete sequence	552478	24	0.004344064379034097	99.99565593562096
GCA_002393445.1	illumina	ncbi-scrubber	Cedecea neteri strain FDAARGOS_392 chromosome, complete genome	364620	0	0.0	100.0
GCA_002393465.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_401 chromosome, complete genome	359158	0	0.0	100.0
GCA_002393485.1	illumina	ncbi-scrubber	Ralstonia pickettii strain FDAARGOS_410 chromosome 1, complete sequence	321204	0	0.0	100.0
GCA_002393505.1	illumina	ncbi-scrubber	Providencia alcalifaciens strain FDAARGOS_408 chromosome, complete genome	266008	12	0.004511142522029413	99.99548885747797
GCA_002407165.1	illumina	ncbi-scrubber	Staphylococcus lugdunensis strain FDAARGOS_377 chromosome, complete genome	171442	0	0.0	100.0
GCA_002407525.3	illumina	ncbi-scrubber	Burkholderia cepacia strain FDAARGOS_388 chromosome 1, complete sequence	571322	6	0.001050195861528175	99.99894980413848
GCA_002587105.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_422 chromosome, complete genome	112690	0	0.0	100.0
GCA_002587165.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_444 chromosome, complete genome	392066	0	0.0	100.0
GCA_002587225.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_421 chromosome, complete genome	118520	0	0.0	100.0
GCA_002587885.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_446 chromosome, complete genome	384644	0	0.0	100.0
GCA_002588845.1	illumina	ncbi-scrubber	Serratia fonticola strain FDAARGOS_411 chromosome, complete genome	381692	0	0.0	100.0
GCA_002589795.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_433 chromosome, complete genome	341458	0	0.0	100.0
GCA_002591075.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_439 chromosome, complete genome	383526	0	0.0	100.0
GCA_002591095.1	illumina	ncbi-scrubber	Yersinia frederiksenii strain FDAARGOS_417 chromosome, complete genome	333378	18	0.0053992764969494084	99.99460072350305
GCA_002591115.1	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS_363 chromosome, complete genome	349698	0	0.0	100.0
GCA_002591135.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_448 chromosome, complete genome	363122	2	0.0005507790770044227	99.999449220923
GCA_002591155.1	illumina	ncbi-scrubber	Proteus vulgaris strain FDAARGOS_366 chromosome, complete genome	264132	26	0.009843563066951373	99.99015643693305
GCA_002591175.1	illumina	ncbi-scrubber	Staphylococcus capitis strain FDAARGOS_378 chromosome, complete genome	165676	0	0.0	100.0
GCA_002591195.1	illumina	ncbi-scrubber	Yersinia frederiksenii strain FDAARGOS_418 chromosome, complete genome	328936	28	0.00851229418488703	99.99148770581512
GCA_002591215.1	illumina	ncbi-scrubber	Staphylococcus lugdunensis strain FDAARGOS_381 chromosome, complete genome	171380	0	0.0	100.0
GCA_002591235.1	illumina	ncbi-scrubber	Pseudomonas sp. FDAARGOS_380 chromosome, complete genome	433290	0	0.0	100.0
GCA_002591255.1	illumina	ncbi-scrubber	Brucella canis strain FDAARGOS_420 chromosome 1, complete sequence	220852	0	0.0	100.0
GCA_002591275.1	illumina	ncbi-scrubber	Chryseobacterium indologenes strain FDAARGOS_379 chromosome, complete genome	325922	0	0.0	100.0
GCA_002591295.1	illumina	ncbi-scrubber	Pasteurella multocida strain FDAARGOS_385 chromosome, complete genome	156448	0	0.0	100.0
GCA_002754815.1	illumina	ncbi-scrubber	Roseomonas sp. FDAARGOS_362 chromosome, complete genome	344946	0	0.0	100.0
GCA_002943995.1	illumina	ncbi-scrubber	Pseudomonas monteilii strain FDAARGOS_171 chromosome, complete genome	393152	8	0.002034836399153508	99.99796516360085
GCA_002944935.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_144 chromosome, complete genome	334812	2	0.0005973501547136901	99.99940264984528
GCA_002944995.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_153 chromosome, complete genome	170132	0	0.0	100.0
GCA_002951115.1	illumina	ncbi-scrubber	Stenotrophomonas maltophilia strain FDAARGOS_92 chromosome, complete genome	321348	2	0.0006223782316989681	99.9993776217683
GCA_002951195.1	illumina	ncbi-scrubber	Pandoraea apista strain FDAARGOS_126 chromosome, complete genome	355100	2	0.0005632216277105042	99.99943677837229
GCA_002951295.1	illumina	ncbi-scrubber	Acinetobacter nosocomialis strain FDAARGOS_129 chromosome, complete genome	266846	4	0.001498991927928468	99.99850100807207
GCA_002951395.1	illumina	ncbi-scrubber	Elizabethkingia anophelis strain FDAARGOS_132 chromosome, complete genome	266560	0	0.0	100.0
GCA_002951455.1	illumina	ncbi-scrubber	Elizabethkingia anophelis strain FDAARGOS_134 chromosome, complete genome	266560	0	0.0	100.0
GCA_002951475.1	illumina	ncbi-scrubber	Pseudomonas fulva strain FDAARGOS_167 chromosome, complete genome	324340	0	0.0	100.0
GCA_002951635.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_156 chromosome, complete genome	370044	0	0.0	100.0
GCA_002953295.1	illumina	ncbi-scrubber	Klebsiella quasipneumoniae strain FDAARGOS_93 chromosome, complete genome	367536	0	0.0	100.0
